country,ico_start,ico_end,price_usd,goal,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,link_white_paper,linkedin_link,github_link,website,rating,teamsize,ERC20
Singapore,,,,0,,,,,No,no,,,,,https://freedcoin.io/WhitePaper_FREED_eng.pdf,TBD,,https://freedcoin.io/?utm_source=icobench,2.4,28.0,1.0
UK,,,,0,,,310000000.0,,False,no,,,,,,TBD,,http://worldfree.com?utm_source=icobench,2.4,12.0,1
Singapore,16/07/2018,21/07/2018,0.045,0,0.4,,400000000.0,yes,1.0,0,,,,,https://view.attach.io/SJm3DCJPG,https://www.linkedin.com/company/fysical-labs/,https://www.github.com/Fysical?tab=repositories,https://fysical.org/?utm_source=icobench,3.0,14.0,1
Estonia,01/03/2018,30/03/2018,0.3,0,0.65,,2000000.0,NO,false,0.0,,,,0.1,http://gglobal.io/pdf/G-GlobalWPEng.pdf,,,http://gglobal.io?utm_source=icobench,2.5,,True
Germany,31/03/2018,30/04/2018,0.396457001,0,0.5,,,,0.0,N,,,,,https://gaming-stars.net/wp-content/uploads/2018/01/ICO_Whitepaper6.pdf,,,https://gaming-stars.net/?utm_source=icobench,2.4,2.0,T
Russia,,,1.0,0,0.56,,56000000.0,,False,N,,,,,https://genesis.world/GenesisWhitePaperEng.pdf,TBD,https://www.github.com/GenesisWorld?tab=repositories,https://ico.genesis.world/?utm_source=icobench,2.4,,TRUE
Ukraine,,,0.0349,0,,,100000000.0,,0,0,,01/08/2018,01/11/2018,0.0398,http://geomanna.com/docs/white-paper.pdf,TBD,https://www.github.com/GeoManNone?tab=repositories,http://geomanna.com?utm_source=icobench,2.4,4.0,1.0
Unknown,01/12/2018,31/12/2018,0.01,0,,,,,false,no,,,,,https://www.goldfund.io/docs/goldfund_whitepaper.pdf,,,https://www.goldfund.io/index.asp?utm_source=icobench,2.4,4.0,1
Estonia,,,,0,,,,,no,N,,,,,https://yadi.sk/i/wq1ByRKL3aNhtA,TBD,,https://up.hc-net.online/?utm_source=icobench,2.4,,TRUE
UK,02/05/2018,01/06/2018,1.293028789,0,,,,No,No,no,,,,,http://helex.world/Luxpaper.pdf,https://www.linkedin.com/company/helex-corporation-ltd/,,https://helex.world/?utm_source=icobench,2.4,11.0,1.0
India,15/10/2018,15/11/2018,0.2,0,0.5,,1000000000.0,n,no,0,,,,,https://drive.google.com/file/d/1_r_1JUOfxNcgOYHcY_QCxZux3keZC2aJ/view?usp=drivesdk,,,https://hostingicos.io?utm_source=icobench,2.3,4.0,true
USA,,,,0,,,,,no,no,,,,,https://hypernetwork.io/HypernetWhitePaper_v1.1.pdf,TBD,,https://hypernetwork.io/?utm_source=icobench,3.5,15.0,TRUE
Russia,,,1.0,0,0.8,,80000000.0,,0.0,no,,,,,https://icareum.io/wp-content/uploads/2018/05/Whitepaper_ICAR_ENG.pdf,TBD,,http://icareum.io?utm_source=icobench,2.4,1.0,T
USA,20/11/2017,20/12/2017,0.12,0,0.2,,200000000.0,,No,no,,,,,https://s3.amazonaws.com/injiiaccesscoin/injiiWhitePaper.pdf,https://www.linkedin.com/company/injii/,https://www.github.com/injiiAccessCoin?tab=repositories,http://coin.injii.com/?utm_source=icobench,2.4,9.0,1.0
India,13/02/2018,,0.06,0,0.65,,65000000.0,y,No,N,,,,,https://kalicoin.io/images/Kalicoin-white-paper.pdf,TBD,,https://kalicoin.io/?utm_source=icobench,2.3,,F
Spain,17/05/2018,24/08/2018,0.1181698,0,0.78,,1124760000.0,yes,True,Yes,,17/05/2018,05/06/2018,0.0585,https://kryptobits.com/doc/kryptobits-whitepaper-en.pdf,https://www.linkedin.com/company/kryptobits/,https://www.github.com/kryptobits?tab=repositories,https://kryptobits.com/?utm_source=icobench,2.4,33.0,TRUE
Switzerland,,,,0,0.63,,,No,False,0.0,,,,,https://liminality.network/whitepaper,TBD,,https://liminality.network/?utm_source=icobench,2.4,6.0,true
Unknown,,,,0,0.5,,,,No,no,,,,,http://www.lots.org/templates/2/docs/LOTS%20English%20White%20Paper.pdf,TBD,,http://www.lots.org?utm_source=icobench,2.4,,T
USA,14/01/2018,01/03/2018,0.5,0,0.7,,,yes,true,no,,,,,https://www.medcredits.io/docs/MedCreditsWhitePaperV2p1.pdf,https://www.linkedin.com/company/medxprotocol/,,https://www.medcredits.io/?utm_source=icobench,3.1,5.0,1
Unknown,04/05/2018,04/05/2018,0.0112,1,,,,,N,no,,,,,,https://www.linkedin.com/company/merculet/,https://www.github.com/Merculet?tab=repositories,https://merculet.io/?utm_source=icobench,2.4,10.0,1.0
Mongolia,18/05/2018,,0.0827,0,0.8,,80000000.0,Y,True,No,,,,,https://mgltoken.io/ico/content/site/MglToken_whitepaper_Eng.pdf,TBD,,https://www.mgltoken.io?utm_source=icobench,2.4,6.0,TRUE
Portugal,02/08/2019,31/08/2019,0.02,0,0.68,,170000000.0,no,Y,1,available,,,,https://midascaps.io/documents/MidasCaps-White-Paper-v2.pdf,,https://www.github.com/octaviano75?tab=repositories,https://midascaps.io/?utm_source=icobench,3.9,3.0,true
Singapore,,,0.00399,0,0.5125,,50000000000000.0,no,1.0,N,,20/04/2018,20/08/2018,,https://mobiuz.com/resources/Mobiuz_Whitepaper.pdf?version=1.8b,TBD,,https://mobiuz.com?utm_source=icobench,2.4,,1
Estonia,,,,0,,,880000000.0,,false,No,,,,,https://github.com/Moms-Avenue/Docs/blob/master/White_Paper-Moms_Avenue_Platform.pdf,TBD,,http://momsavenue.com/?utm_source=icobench,2.6,17.0,TRUE
Singapore,01/07/2018,31/07/2018,0.15,0,0.13,,130000000.0,y,Yes,no,,,,,https://s3-ap-southeast-1.amazonaws.com/moveco-site-static/whitepaper/Moveco_v152_reduced.pdf,,,http://Moveco.io/ico?utm_source=icobench,2.4,15.0,true
Unknown,,,,0,,,,,false,No,,,,,https://drive.google.com/file/d/13vedYkjzF-HpcC9I_JO6683bWls_uj4W/view,TBD,,https://nativeproject.one/?utm_source=icobench,2.4,,1
UK,,,0.5,0,,,3000000.0,,False,No,,,,0.5,http://nebeus.com/ico/whitepaper,TBD,,https://www.nebeus.com?utm_source=icobench,2.7,8.0,T
USA,01/06/2018,30/06/2018,0.65,0,0.88,,88000000.0,y,yes,Yes,,,,,http://mynest.io/wp-content/uploads/2018/03/Nest-Whitepaper-1.pdf,https://www.linkedin.com/company/nestplatform/,,https://www.mynest.io?utm_source=icobench,2.4,7.0,TRUE
Unknown,,,,0,0.85,,8500000.0,,0.0,0,,,,0.5,https://nilex.io/WhitePaper%20-%20Nilex.io.pdf,TBD,,https://nilex.io/?utm_source=icobench,2.4,6.0,TRUE
Singapore,01/01/2018,23/01/2018,0.00966,1,,,,y,Yes,0.0,,,,,https://www.ocoin.sg/pdf/ODYSSEY+WHITEPAPER+V1.2+EN.pdf?v=2018011801,,,https://www.ocoin.sg?utm_source=icobench,2.4,,T
Gibraltar,01/11/2018,01/12/2018,0.0115,0,0.6,,1200000000.0,N,1,N,,01/09/2018,31/10/2018,,https://ouna.io/OUNA_whitepaper.pdf,,,https://ouna.io/?utm_source=icobench,2.6,18.0,True
Unknown,10/06/2018,30/06/2018,,0,,,,,0.0,0,,,,,,,https://www.github.com/PalletOne?tab=repositories,https://pallet.one?utm_source=icobench,2.4,,1
USA,30/11/2017,16/01/2018,0.066,1,,,166200000.0,,N,1,,31/10/2017,15/01/2018,0.0646,https://www.pareto.network/download/Pareto-Technical-White-Paper.pdf,https://www.linkedin.com/company/pareto-network-ltd/,https://www.github.com/ParetoNetwork?tab=repositories,https://www.pareto.network/?utm_source=icobench,2.6,9.0,T
Singapore,,,,0,0.38,,1900000000.0,n,true,0.0,,,,,https://www.mypayx.net/resource/document/PAYXWPEn.pdf,TBD,https://www.github.com/OfficialPayx?tab=repositories,https://www.mypayx.net/?utm_source=icobench,2.4,5.0,TRUE
Russia,15/03/2018,,1.0,0,,,,Yes,Yes,0,,,,0.5,https://uploads-ssl.webflow.com/5a3d1fb1706df50001a4214d/5a6b2a72d733070001ab6e2a_whitepaper-en.pdf,TBD,,https://www.peatcoin.com/?utm_source=icobench,2.3,,1
Botswana,21/10/2018,30/12/2018,0.5,0,0.75,,37500000.0,,0.0,No,,,,,http://plaas.io/wp-content/uploads/2018/10/Plaas.pdf,https://www.linkedin.com/company/plaaschain/,,https://plaas.io/?utm_source=icobench,2.4,6.0,1
Pakistan,,,,0,0.00044,,100000.0,NO,false,No,Yes,,,,https://points.network/Whitepaper.pdf,TBD,,https://points.network/?utm_source=icobench,2.4,4.0,False
Singapore,01/11/2018,15/12/2018,0.01,1,0.3,,1500000000.0,No,Yes,yes,available,,,,https://drive.google.com/a/populstay.com/file/d/1Z6S3gjNKccz2DvRlYLNV-aWT_ITl6lkQ/view?usp=drivesdk,https://www.linkedin.com/company/populstay/,https://www.github.com/populstay?tab=repositories,https://www.populstay.com/?utm_source=icobench,2.4,16.0,TRUE
Unknown,01/06/2018,30/06/2018,0.035,0,,,4000000000.0,,False,0,,,,,http://prasm.io/wp-content/uploads/whitepaper/PRASM_wp_[Orange_eng]_20180709.pdf,,https://www.github.com/PRASM-Network?tab=repositories,http://prasm.io/?utm_source=icobench,2.4,,true
UK,,,1.0,0,0.9,,90000000.0,,0.0,no,,,,,https://static1.squarespace.com/static/59f70cff1f318df8e71706ea/t/5a09e01b71c10b6a4555c1f1/1510596802640/PCWP+PRESS.pdf,TBD,,http://ico.presscoin.com/?utm_source=icobench,2.4,,True
Unknown,08/12/2017,08/01/2018,0.1,0,,,,,False,N,,,,,https://www.qurito.io/qurito_whitepaper.pdf,https://www.linkedin.com/company/qurito/,,https://www.qurito.io?utm_source=icobench,2.5,,True
USA,,,,0,,,85000000.0,,0.0,No,,,,,https://radjav.com/en_us/whitepaper.pdf,TBD,https://www.github.com/HigherEdgeSoftware?tab=repositories,https://www.radjav.com/?utm_source=icobench,2.4,,false
Russia,15/01/2018,12/02/2018,0.195,0,0.74,,50000000.0,,False,Y,,,,,https://ico.ratedate.net/assets/white_paper_en_1.1.pdf,https://www.linkedin.com/in/rate-date-298331157/,,https://ico.ratedate.net/?utm_source=icobench,2.2,4.0,true
USA,04/04/2017,16/04/2017,2.4,0,,,,No,false,0.0,,,,,https://media.readthedocs.org/pdf/rchain-architecture/stable/rchain-architecture.pdf,,https://www.github.com/rchain?tab=repositories,https://rchain.coop?utm_source=icobench,2.4,,True
Singapore,,,0.018,0,0.5,,500000000.0,y,1,No,,,,,https://realestatedoc.io/white-paper.pdf,TBD,,https://realestatedoc.io/?utm_source=icobench,2.4,16.0,1
USA,,,,0,0.8,,2400000000.0,,0.0,N,,,,,https://tune.recordgram.com/assets/pdf/RecordGram_Technical_Overview-1.pdf,TBD,,https://tune.recordgram.com/?utm_source=icobench,2.4,16.0,T
USA,,,1.0,0,0.71,,10000000.0,YES,1.0,0.0,,,,,https://saltmine.io/whitepaper.pdf,TBD,,https://saltmine.io?utm_source=icobench,2.4,6.0,T
UK,01/07/2020,31/12/2020,0.0858,0,0.65,,130000000.0,NO,True,N,,01/03/2020,31/08/2020,0.0596,https://www.sensitrust.io/whitepaper/,https://www.linkedin.com/company/sensitrust/,https://www.github.com/sensitrust?tab=repositories,https://www.sensitrust.io/?utm_source=icobench,3.9,10.0,True
Barbados,,,,0,,,,NO,Yes,0.0,,,,,https://www.shyft.network/pdfs/Shyft-Network-Inc-Whitepaper_V3.1.pdf,TBD,https://www.github.com/ShyftNetwork?tab=repositories,https://www.shyft.network/?utm_source=icobench,2.4,24.0,0
Russia,25/01/2018,07/04/2018,5.0,0,,,,,0.0,0.0,,,,,http://www.sintec.io/static/ver106/pages/whitepaper/en.pdf,,,http://www.sintec.io/?utm_source=icobench,2.1,,true
USA,01/06/2018,30/09/2018,0.143,0,0.35,,,Y,True,No,,,,,https://smartchainmedia.com/wp-content/uploads/2018/06/SmartChain-Media-White-Paper-2018.pdf,,,https://smartchainmedia.com/?utm_source=icobench,2.6,16.0,1.0
USA,24/03/2020,25/03/2020,0.22,1,,,8000000.0,,no,no,,,,,https://solana.com/solana-whitepaper.pdf,https://www.linkedin.com/company/solanalabs/,https://www.github.com/solaNone-labs?tab=repositories,https://solana.com/?utm_source=icobench,3.6,,True
USA,,,0.4,0,,,40000000.0,,False,0.0,,,,,https://spin509.com/spin-whitepaper.pdf,TBD,,https://spin509.com/index.html?utm_source=icobench,2.4,14.0,TRUE
Romania,26/03/2018,,0.04,0,0.55,,275000000.0,n,false,1.0,,,,,https://drive.google.com/file/d/1K7TkqYgCtiarZO4aB__S8BPjAplu-HF6/view,TBD,,https://www.syntheticsai.com/?utm_source=icobench,2.4,3.0,1
USA,,,,0,,,,NO,0,No,,,,,https://asia.stanford.edu/wp-content/uploads/2018/05/180517_StevenPu_slides.pdf,TBD,,https://taraxa.io/?utm_source=icobench,2.4,14.0,
UK,21/10/2018,05/12/2018,0.1621,0,0.7,,37800000.0,N,no,no,,,,,https://www.taxocoin.com/ico/TaxoCoin-WhitePaper.pdf,https://www.linkedin.com/in/taxo-coin-a40783167/,,https://www.taxocoin.com?utm_source=icobench,2.0,3.0,TRUE
Latvia,,,0.0353,0,,,,,false,0,,,,,https://tixico.io/whitepaper.pdf,TBD,https://www.github.com/tixico?tab=repositories,https://tixico.io?utm_source=icobench,2.4,7.0,TRUE
Japan,03/04/2018,10/05/2018,0.0208,0,0.6,,600000000.0,no,false,1,,,,,https://www.tobigca.org/page/Tobigca_whitepaper.pdf,,,https://www.tobigca.org?utm_source=icobench,2.4,,True
USA,15/11/2017,,7.054,0,,,,no,false,no,,,,,http://tokenai.io/TokenAI_Whitepaper.pdf,TBD,https://www.github.com/tokeNonei?tab=repositories,http://www.tokenai.io/?utm_source=icobench,2.6,11.0,1
Singapore,17/04/2018,17/04/2018,0.02,0,0.65,,4000000000.0,N,Yes,N,,,,0.01,https://trustc.io/wp-content/uploads/2018/03/The-future-of-all-payments-is-here-1.pdf,,https://www.github.com/TrustCashCoin?tab=repositories,https://www.trustc.io?utm_source=icobench,2.4,,TRUE
USA,05/02/2018,12/02/2018,0.25,0,0.61,,,Y,true,No,,,,0.1,http://trustabit.io/wp-content/uploads/2017/11/TrustaBit-final.pdf,https://www.linkedin.com/company/trustabit/,https://www.github.com/TrustaBit?tab=repositories,https://trustabit.io?utm_source=icobench,2.4,13.0,1
Gibraltar,,,,0,0.4,,400000000.0,y,Yes,no,,,,,https://txhash.network/whitepaper,TBD,https://www.github.com/TxHash?tab=repositories,https://txhash.network/?utm_source=icobench,2.4,8.0,T
Singapore,,,,0,0.4,,,,false,0,,,,,https://u.network/U_whitepaper_en.pdf,https://www.linkedin.com/company/u-network/,https://www.github.com/U-Network?tab=repositories,https://u.network/?utm_source=icobench,2.4,,1.0
Singapore,18/08/2017,31/08/2017,0.08,0,0.41,,,,N,0.0,,,,,https://cdn.vechain.com/vechainthor_development_plan_and_whitepaper_en_v1.0.pdf,https://www.linkedin.com/company/vechain%E5%94%AF%E9%93%BE/,https://www.github.com/vechain?tab=repositories,https://www.vechain.org?utm_source=icobench,3.0,12.0,TRUE
Russia,,,0.8,0,0.73,,40000000.0,,no,0,,21/11/2017,25/12/2017,,https://virtonomics.io/assets/templates/virta/ico-docs/Whitepaper_Virtonomics_PreSale_en.pdf,TBD,,https://virtonomics.io/?utm_source=icobench,2.6,1.0,TRUE
UK,25/04/2018,09/05/2018,0.000237,1,0.2,,100000000.0,,N,0.0,,,,,https://virtue.poker/public/Virtue-Poker-White-Paper-0.9.pdf,https://www.linkedin.com/company/virtue-poker/,,https://virtue.poker/?utm_source=icobench,2.2,13.0,1
South Korea,,,0.1,0,0.3,,1500000000.0,,false,No,,,,,https://drive.google.com/file/d/1YMzb5fEO3HhZ_8ojdr3C6CPF7JcubUfA/view,TBD,,http://wehome.foundation/?utm_source=icobench,2.4,,1.0
USA,28/09/2018,10/08/2018,,0,0.33,,181500000.0,,no,0.0,,15/06/2018,15/07/2018,,https://drive.google.com/file/d/180rm4nIpKS97yYhLE4OJOrWmAjeFi1AZ/view,,,https://www.windmillenterprise.com/?utm_source=icobench,2.4,,T
Singapore,15/11/2019,15/12/2019,0.20612,0,0.35,,350000000.0,n,no,no,available,,,,https://womprotocol.io/pdf/en/wom-whitepaper.pdf,https://www.linkedin.com/company/womprotocol/,,https://womprotocol.io/?utm_source=icobench,2.4,14.0,TRUE
USA,,,0.2,0,,,,yes,1.0,0.0,,30/04/2018,,,https://drive.google.com/file/d/1QikYp-hgQDuTFHBGIzrOTgi0yf16iHLQ/view,TBD,,https://xiwatt.io?utm_source=icobench,2.4,7.0,True
Unknown,,,,0,0.4,,4000000000.0,,0,N,,,,,https://yooba.org/assets/YoobaWhitePaper_en.pdf,TBD,,https://yooba.org/?utm_source=icobench,2.4,5.0,1
Unknown,,,,0,0.7,,14000000.0,,N,no,,,,,https://crowdsale.zcnox.com/white-paper.pdf,TBD,,https://crowdsale.zcnox.com/?utm_source=icobench,2.4,,1
Unknown,18/01/2018,18/01/2018,0.17,1,0.5,,,,0,No,,,,,https://www.zeepin.io/pdfs/Zeepin%20Chain%20Tech%20WP%20V1.0%20EN.pdf,https://www.linkedin.com/company/zeepin-cultural-and-creative-co-ltd/,,https://www.zeepin.io/?utm_source=icobench,2.4,3.0,TRUE
Russia,01/05/2018,,0.286,0,0.71,,25000000.0,,no,no,,,,,https://3des.network/media/documents/en/whitepaper_Z528XADKNC95.pdf,TBD,,https://3des.network/?utm_source=icobench,2.3,1.0,T
Estonia,01/08/2018,30/09/2018,0.5,0,0.8,,40000000.0,YES,No,Y,,01/04/2018,31/07/2018,0.5,https://account.amicorum.live/WhitepaperEnglish.pdf,https://www.linkedin.com/company/amicorum/,https://www.github.com/amicorumlive?tab=repositories,https://amicorum.live?utm_source=icobench,2.8,12.0,TRUE
UK,12/12/2017,30/01/2018,0.39,1,,,210000000.0,yes,yes,No,,,,,https://amlt.coinfirm.io/pdf/white-paper.pdf,https://www.linkedin.com/company/coinfirm/,,https://amlt.coinfirm.io/?utm_source=icobench,2.3,10.0,true
Russia,,,3.3,0,,,,,0,0,,,,,http://arbi.expert/ARBI_Whitepaper_v1.6-eng.pdf,TBD,https://www.github.com/arbiexpert?tab=repositories,https://arbi.expert?utm_source=icobench,2.5,3.0,TRUE
Russia,,,0.3,0,,,70000000.0,,N,N,,,,0.03,http://www.billpoker.io/wp-content/uploads/2017/11/BillPoker_whitepaper.pdf,TBD,,http://www.billpoker.io/?utm_source=icobench,2.0,4.0,1.0
USA,12/03/2018,30/03/2018,0.02,0,0.7,,3500000000.0,YES,false,No,,,,0.017,https://bitcab.io/BitCab_WhitePaper.pdf,https://www.linkedin.com/company/bcab/,,https://bitcab.io/?utm_source=icobench,2.3,10.0,1.0
Russia,07/03/2018,10/05/2018,1.0,0,0.05,,6000000.0,YES,1.0,0.0,,,,0.5,https://goo.gl/1dSDWh,https://www.linkedin.com/company/bloquid/,,https://bloquid.org?utm_source=icobench,2.3,13.0,false
UK,,,0.1,0,0.51,,510000000.0,n,0.0,no,,,,,https://www.bubblo.co/wp-content/uploads/2018/04/Bubbloapp-WP.pdf,TBD,,https://www.bubblo.co/?utm_source=icobench,2.5,,1.0
Unknown,,,,0,,,,,0.0,No,,,,,,TBD,https://www.github.com/byteball?tab=repositories,https://byteball.org/?utm_source=icobench,2.3,9.0,1.0
UK,01/12/2018,,1.0,0,1.0,,30000000.0,Yes,true,no,Present,,,,https://carats.io/whitepaper.pdf,https://www.linkedin.com/company/carats.io/,https://www.github.com/caratsio?tab=repositories,https://carats.io/?utm_source=icobench,2.3,,True
Estonia,,,0.25,0,,,11320000.0,No,1.0,0.0,,,,,https://www.centuryx.info/wp-content/uploads/2019/01/CenturyX-Bluepaper-1.1.pdf,TBD,https://www.github.com/CenturyX?tab=repositories,https://www.centuryx.info/?utm_source=icobench,2.3,4.0,1
Sri Lanka,,,,0,0.47,,987000000.0,,N,Yes,,,,,https://ceybit.net/pdf/C%CE%9EYBIT%20Official%20Whitepaper.pdf,TBD,,http://ceybit.net?utm_source=icobench,2.3,27.0,1.0
Thailand,01/03/2018,31/03/2018,1.0,0,0.75,,15000000.0,N,false,0,,,,,https://www.csa-estate.com/wp-content/uploads/2018/02/white-paper-cs-agent-version-10-2018-02-16.pdf,,,https://www.csa-estate.com?utm_source=icobench,2.3,,1
Turks and Caicos Islands,,,,0,0.25,,250000000.0,,0.0,N,,,,0.89,http://decentralcoin.io/whitepaper/wp-en.pdf,TBD,,http://www.decentralcoin.io/?utm_source=icobench,2.3,4.0,F
USA,,,,0,1.0,,1000000000.0,,false,No,,,,,https://deco.network/whitepaper.pdf,TBD,,http://deco.network?utm_source=icobench,2.3,13.0,TRUE
USA,,,1.292,0,,,,,0,0.0,,,,,https://doft.com/sites/default/files/doft_whitepaper.pdf,TBD,,https://doft.com/investor-relations?utm_source=icobench,2.7,5.0,True
Slovakia,17/12/2018,17/03/2019,1.1305,0,425.0,,17000000.0,n,Y,No,,,,,https://dollero.tech/doc/WP-en.pdf,https://www.linkedin.com/company/dollerotechnology/,,https://dollero.tech/?utm_source=icobench,2.3,8.0,true
Estonia,11/09/2018,30/10/2018,0.1,0,0.5,,385000000.0,NO,True,yes,,02/04/2018,31/05/2018,0.1,https://drive.google.com/file/d/1_kD4XTXe70lGTpYNyJtdyw_4JPaMEfML/view,,https://www.github.com/ECOSPlatform?tab=repositories,http://www.ecos.ee/?utm_source=icobench,2.8,13.0,T
Slovenia,,,0.02,0,0.5,,500000000.0,Yes,Yes,No,,,,,https://ecta.io/ECTA_Whitepaper.pdf,TBD,,https://ecta.io/?utm_source=icobench,2.3,13.0,True
Australia,,,,0,688.0,,68800000.0,,0.0,0,,,,,https://lixcoin.org/whitepaper.pdf,https://www.linkedin.com/company/elixir-platform/,,https://lixcoin.org/?utm_source=icobench,2.3,6.0,True
Unknown,01/09/2018,,0.005,0,0.6,,,,No,No,,,,,https://www.eventaico.io/wp-content/uploads/eventa-whitepaper.pdf,TBD,https://www.github.com/zaza81?tab=repositories,https://www.eventaico.io/?utm_source=icobench,2.3,8.0,true
USA,15/03/2018,13/02/2018,0.33,1,0.4,,,NO,false,N,,,,,https://eximchain.com/Whitepaper%20-%20Eximchain.pdf,,https://www.github.com/eximchain?tab=repositories,https://www.eximchain.com/?utm_source=icobench,2.4,14.0,true
Netherlands,28/05/2018,,1.1629,0,,,,No,Yes,No,,,,,https://fida.io/assets/fida%20-%20Whitepaper-a71a600c3963a71d358ced037fa3b67d61b38569feb189aa9bc7089b71bfc558.pdf,TBD,https://www.github.com/Wownity?tab=repositories,https://fida.io/?utm_source=icobench,2.3,,1
United Arab Emirates,,,,0,0.8,,80000000.0,,N,yes,AVAILABLE,,,,https://www.fiduxa.com/wp-content/uploads/2018/02/FiduxaWhitePaper-1.0.pdf,TBD,https://www.github.com/fiduxa?tab=repositories,https://www.fiduxa.com/?utm_source=icobench,2.3,,TRUE
USA,15/03/2018,,103.921,0,0.5,,10000000.0,No,N,Yes,,,,,https://forecastico.co/White-Paper.pdf,TBD,,https://forecastico.co/?utm_source=icobench,2.3,,T
Bahamas,,,,0,0.6,,,Yes,yes,0,,,,,https://fortnetwork.io/lightpaper.pdf,TBD,,https://fortnetwork.io/?utm_source=icobench,2.3,,TRUE
USA,,,0.25,0,,,,n,1.0,0.0,,,,0.07,https://docs.google.com/document/d/1kvV8jZ3m5tNmvN8SAJCwXWRU-tO1SmgE_j5mUTzAy9M/edit?usp=sharing,TBD,,https://www.frink.global?utm_source=icobench,2.3,5.0,F
Gibraltar,,,,0,0.5,,72500000.0,,no,No,,,,,http://hcwp.s3.us-east-2.amazonaws.com/HeartChainWhitePaper.pdf,TBD,,http://www.heartchain.com/?utm_source=icobench,2.3,13.0,True
Germany,18/08/2018,31/08/2018,,0,0.9,,40500000.0,,No,No,,,,,https://herdius.com/whitepaper/Herdius%20Lightpaper.pdf,https://www.linkedin.com/company/herdius/,https://www.github.com/herdius?tab=repositories,https://herdius.com/?utm_source=icobench,3.1,8.0,1.0
USA,,,,0,0.7,,45500000.0,,False,N,,,,,,TBD,,https://hfccoin.org/?utm_source=icobench,2.3,8.0,1.0
Netherlands,,,,0,,,100000000.0,,no,0,,,,,https://www.impact.earth/files/IMPACTXO_whitepaper.pdf,TBD,,https://www.impact.earth/?utm_source=icobench,2.3,,true
USA,,,0.35,0,,,,,no,0.0,,,,,https://www.impactppa.com/wp-content/uploads/2018/04/ImpactPPA_WP1.3.pdf,TBD,,https://www.impactppa.com/?utm_source=icobench,2.3,,true
Unknown,,,,0,0.4,,,,N,no,,,,,http://www.investre.io/images/pdf/investre_wp.pdf,TBD,,http://www.investre.io/?utm_source=icobench,2.3,7.0,True
Poland,,,0.15,0,0.67,,80000000.0,,False,No,,,,,https://irespo.azureedge.net/documents/iRespo_Whitepaper.pdf,TBD,https://www.github.com/irespo?tab=repositories,https://www.irespo.com?utm_source=icobench,2.3,,False
Cayman Islands,05/05/2018,20/05/2018,0.0816,0,0.4,,1000000000.0,yes,true,0.0,,16/04/2018,30/04/2018,0.067,https://drive.google.com/file/d/1alDwsWrBu0ipu8v7jTaGM6gAt4VV0j2L/view?usp=sharing,https://www.linkedin.com/company/jwc-blockchain-ventures/,https://www.github.com/jwcventures?tab=repositories,https://jwcventures.com?utm_source=icobench,2.4,8.0,T
Canada,,,5.18,0,,,,,No,yes,,,,,https://www.kryptopy.com/KRYPTOPY-WHITEPAPER-OCTOBER-2017.pdf,TBD,https://www.github.com/kryptopy1?tab=repositories,https://www.kryptopy.com/?utm_source=icobench,2.5,9.0,True
